dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
izmir,pso,1,1,iter,4.571008205413818,4.443039417266846
izmir,pso,1,2,iter,4.286434650421143,4.1273627281188965
izmir,pso,1,3,iter,4.086948394775391,3.9859142303466797
izmir,pso,1,4,iter,3.905256986618042,3.835447311401367
izmir,pso,1,5,iter,3.102216958999634,3.0647566318511963
izmir,pso,1,6,iter,2.8794009685516357,2.8422152996063232
izmir,pso,1,7,iter,2.8714423179626465,2.8132176399230957
izmir,pso,1,8,iter,2.603193759918213,2.6696274280548096
izmir,pso,1,9,iter,2.603193759918213,2.6696274280548096
izmir,pso,1,10,iter,2.313422918319702,2.3309836387634277
