dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
izmir,pso,0,1,iter,4.616883754730225,4.517883777618408
izmir,pso,0,2,iter,4.616883754730225,4.517883777618408
izmir,pso,0,3,iter,4.216068744659424,4.187492847442627
izmir,pso,0,4,iter,4.202858924865723,4.186496734619141
izmir,pso,0,5,iter,3.6384105682373047,3.6019670963287354
izmir,pso,0,6,iter,3.171414375305176,3.1361405849456787
izmir,pso,0,7,iter,2.9003121852874756,2.944597005844116
izmir,pso,0,8,iter,2.9003121852874756,2.944597005844116
izmir,pso,0,9,iter,2.9003121852874756,2.944597005844116
izmir,pso,0,10,iter,2.9003121852874756,2.944597005844116
