cfg_id,lr,amsgrad,weight_decay,airfoil_rmse,laser_rmse,concrete_rmse,ankara_rmse,wine_rmse
adam_00,0.03,False,0.0,8.901080131530762,5.8525390625,10.981359481811523,2.4357926845550537,0.5399672389030457
adam_01,0.03,True,0.0,8.901078224182129,5.809210777282715,10.987370491027832,2.4400346279144287,0.5399675965309143
adam_02,0.003,True,0.0,8.911099433898926,5.944382667541504,12.113224029541016,5.8813652992248535,0.5762667655944824
adam_03,0.003,False,0.0,8.911089897155762,5.9370436668396,12.113308906555176,5.881338119506836,0.5762720108032227
