dataset,optimiser,initialisation,seed,test_mse
Airfoil,sgd,kmeans_mf,1,0.032661465862429406
Airfoil,sgd,kmeans_mf,2,0.03266845778146285
Airfoil,sgd,kmeans_mf,3,0.03266399711444428
Airfoil,sgd,kmeans_mf,4,0.032670554781886595
Airfoil,rmsprop,kmeans_mf,0,0.03302386536632189
Airfoil,rmsprop,kmeans_mf,1,0.033021214455291624
Airfoil,rmsprop,kmeans_mf,2,0.03297099497740306
Airfoil,rmsprop,kmeans_mf,3,0.03304388418877966
Airfoil,rmsprop,kmeans_mf,4,0.03302549924560606
AutoMPG,adam,heuristic,0,0.006772164985914139
AutoMPG,adam,heuristic,1,0.01172557772460486
AutoMPG,adam,heuristic,2,0.00672263929348996
AutoMPG,adam,heuristic,3,0.006943405266504207
AutoMPG,adam,heuristic,4,0.006816080403579038
AutoMPG,pso,heuristic,0,0.019948481142728368
AutoMPG,pso,heuristic,1,0.18902288931643274
AutoMPG,pso,heuristic,2,0.03245700861565848
AutoMPG,pso,heuristic,3,0.027048767978764765
AutoMPG,pso,heuristic,4,0.02737655181682056
AutoMPG,ga,heuristic,0,0.031168811159891875
AutoMPG,ga,heuristic,1,0.01998831296604444
AutoMPG,ga,heuristic,2,0.021395693421120854
AutoMPG,ga,heuristic,3,0.03042711893317464
AutoMPG,ga,heuristic,4,0.03058217664106847
AutoMPG,de,heuristic,0,0.021602568462795218
AutoMPG,de,heuristic,1,0.02117493676088979
AutoMPG,de,heuristic,2,0.01664499117811512
AutoMPG,de,heuristic,3,0.020073585263882605
AutoMPG,de,heuristic,4,0.02013261026879555
AutoMPG,cmaes,heuristic,0,0.18902288931643274
AutoMPG,cmaes,heuristic,1,0.18902288931643274
AutoMPG,cmaes,heuristic,2,0.18902288931643274
AutoMPG,cmaes,heuristic,3,0.18902288931643274
AutoMPG,cmaes,heuristic,4,0.035893028271329126
AutoMPG,sgd,heuristic,0,0.04425531157028967
AutoMPG,sgd,heuristic,1,0.04429445163187924
AutoMPG,sgd,heuristic,2,0.04402056057819984
AutoMPG,sgd,heuristic,3,0.04414210964117638
AutoMPG,sgd,heuristic,4,0.044525721459956855
AutoMPG,rmsprop,heuristic,0,0.04504926751534789
AutoMPG,rmsprop,heuristic,1,0.04472379774313034
AutoMPG,rmsprop,heuristic,2,0.044469747845768494
AutoMPG,rmsprop,heuristic,3,0.04514850907616762
AutoMPG,rmsprop,heuristic,4,0.04503047694229846
AutoMPG,adam,casp_single,0,0.027346501914199052
AutoMPG,adam,casp_single,1,0.02551806180156403
AutoMPG,adam,casp_single,2,0.027433272059014226
AutoMPG,adam,casp_single,3,0.02736986614248338
AutoMPG,adam,casp_single,4,0.027488891892258355
AutoMPG,pso,casp_single,0,0.015074052874429705
AutoMPG,pso,casp_single,1,0.03200787991776356
AutoMPG,pso,casp_single,2,0.021628260464885134
AutoMPG,pso,casp_single,3,0.013873233151507975
AutoMPG,pso,casp_single,4,0.027831099327969077
AutoMPG,ga,casp_single,0,0.02822389997438792
AutoMPG,ga,casp_single,1,0.02847293973394639
AutoMPG,ga,casp_single,2,0.03900488019232268
AutoMPG,ga,casp_single,3,0.02362728134385623
AutoMPG,ga,casp_single,4,0.03027497634370912
AutoMPG,de,casp_single,0,0.012940344659937226
AutoMPG,de,casp_single,1,0.015301288647874353
AutoMPG,de,casp_single,2,0.014460468789767412
AutoMPG,de,casp_single,3,0.0168883878201929
AutoMPG,de,casp_single,4,0.013513733078513637
AutoMPG,cmaes,casp_single,0,0.025976054812041294
AutoMPG,cmaes,casp_single,1,0.04729614525328395
AutoMPG,cmaes,casp_single,2,0.022978829874464913
AutoMPG,cmaes,casp_single,3,0.056923921448024786
AutoMPG,cmaes,casp_single,4,0.021092009742293017
AutoMPG,sgd,casp_single,0,0.04613229811284149
AutoMPG,sgd,casp_single,1,0.04613500590336731
AutoMPG,sgd,casp_single,2,0.04613260587154325
AutoMPG,sgd,casp_single,3,0.046133874075216554
AutoMPG,sgd,casp_single,4,0.046137068159467325
AutoMPG,rmsprop,casp_single,0,0.04542068740845432
AutoMPG,rmsprop,casp_single,1,0.04540915781743365
AutoMPG,rmsprop,casp_single,2,0.04541385770370965
AutoMPG,rmsprop,casp_single,3,0.045393237360638106
AutoMPG,rmsprop,casp_single,4,0.04541067902696361
AutoMPG,adam,casp_adapt,0,0.03425459454142702
AutoMPG,adam,casp_adapt,1,0.03417024441991508
AutoMPG,adam,casp_adapt,2,0.03424896148013994
AutoMPG,adam,casp_adapt,3,0.03417758439655615
AutoMPG,adam,casp_adapt,4,0.03398309621566538
AutoMPG,pso,casp_adapt,0,0.022408406447706565
AutoMPG,pso,casp_adapt,1,0.0151705636496253
AutoMPG,pso,casp_adapt,2,0.01344634238205486
AutoMPG,pso,casp_adapt,3,0.013544571953363749
AutoMPG,pso,casp_adapt,4,0.014672119681552348
AutoMPG,ga,casp_adapt,0,0.029356561148189863
AutoMPG,ga,casp_adapt,1,0.017151317443072564
