cfg_id,sigma,airfoil_rmse,laser_rmse,concrete_rmse,ankara_rmse,wine_rmse
cmaes_00,0.1,8.915343284606934,10.276423454284668,12.388022422790527,5.774842739105225,0.5244086980819702
