mf_inputs,mf_output,lb_rmse,score,coverage_topK,rules_to_target,coverage_at_target,cum_cov_all
"(4, 3, 9, 3)",7.0,0.0,218.6260560921426,98.38872104733137,31.0,79.05337361530715,98.38872104733137
"(6, 6, 7, 6)",9.0,0.0,227.60857726519757,96.27391742195375,41.0,78.04632426988925,96.27391742195375
"(5, 8, 8, 5)",5.0,0.0,231.05273232173843,96.47532729103729,54.0,78.34843907351458,96.47532729103729
"(8, 8, 6, 7)",9.0,0.0,230.6673046098893,95.36757301107764,67.0,78.34843907351468,95.36757301107764
"(8, 7, 6, 6)",8.0,0.0,227.7280370513782,95.97180261832833,51.0,78.14702920443105,95.97180261832833
"(8, 7, 3, 8)",9.0,0.0,225.35874669970667,95.97180261832838,49.0,78.14702920443104,95.97180261832838
"(3, 7, 7, 8)",7.0,0.0,231.2403130421443,97.28096676737164,48.0,78.65055387713997,97.28096676737164
"(6, 7, 8, 5)",6.0,0.0,230.07287106754038,96.27391742195367,52.0,78.54984894259817,96.27391742195367
"(4, 8, 5, 9)",4.0,0.0,230.43416230979324,96.57603222557908,49.0,78.54984894259817,96.57603222557908
"(7, 6, 4, 7)",4.0,0.0,226.33742889726312,96.47532729103729,39.0,78.34843907351463,96.47532729103729
"(8, 3, 6, 6)",4.0,0.0,221.83829981721271,96.97885196374625,37.0,78.3484390735146,96.97885196374625
"(8, 6, 9, 6)",6.0,0.0,230.8709671226943,95.46827794561946,63.0,78.44914400805646,95.46827794561946
"(3, 3, 8, 5)",9.0,0.0,204.7728232160747,98.79154078549844,29.0,78.0463242698892,98.79154078549844
"(5, 7, 8, 8)",6.0,0.0,229.9025559698569,95.16616314199399,61.0,78.34843907351465,95.16616314199399
"(4, 7, 7, 5)",9.0,0.0,229.83350823657634,97.28096676737158,43.0,78.65055387713998,97.28096676737158
"(8, 6, 3, 5)",5.0,0.0,226.3667963643475,97.8851963746224,36.0,78.54984894259819,97.8851963746224
"(3, 9, 8, 9)",7.0,0.0,233.4468808360278,96.27391742195368,62.0,78.54984894259823,96.27391742195368
"(3, 4, 4, 8)",3.0,0.0,225.28322754031714,98.18731117824777,26.0,78.75125881168177,98.18731117824777
"(8, 4, 9, 5)",6.0,0.0,229.8968679041084,96.37462235649544,55.0,78.14702920443102,96.37462235649544
"(3, 9, 7, 8)",3.0,0.0,232.25240226468364,96.77744209466265,54.0,78.24773413897282,96.77744209466265
"(7, 7, 6, 8)",3.0,0.0,230.52610525234,96.07250755287018,59.0,78.24773413897287,96.07250755287018
"(8, 7, 7, 3)",3.0,0.0,230.87062300518377,97.07955689828798,50.0,78.24773413897275,97.07955689828798
"(6, 6, 8, 9)",9.0,0.0,230.25164572234348,95.3675730110776,59.0,78.44914400805641,95.3675730110776
"(3, 8, 7, 4)",9.0,0.0,229.9813210846517,97.98590130916418,39.0,79.05337361530718,97.98590130916418
"(4, 6, 4, 6)",4.0,0.0,214.5673953170532,98.1873111782478,27.0,79.05337361530718,98.1873111782478
"(3, 8, 8, 6)",3.0,0.0,230.10176169598367,97.18026183282986,47.0,78.24773413897283,97.18026183282986
"(4, 6, 6, 7)",5.0,0.0,228.0753957407587,97.07955689828802,39.0,78.7512588116818,97.07955689828802
"(9, 7, 9, 5)",7.0,0.0,233.87720513421115,95.46827794561943,76.0,78.14702920443112,95.46827794561943
,,,-1e+18,,,,
"(3, 8, 5, 7)",9.0,0.0,229.65566667983228,97.38167170191345,41.0,78.65055387713998,97.38167170191345
"(8, 7, 9, 8)",6.0,0.0,229.23192389293254,93.55488418932542,78.0,78.14702920443104,93.55488418932542
"(6, 9, 9, 9)",7.0,0.0,232.55529544564266,94.05840886203423,82.0,78.24773413897282,94.05840886203423
"(4, 3, 4, 9)",5.0,0.0,199.59611144003765,97.98590130916415,28.0,78.95266868076537,97.98590130916415
"(5, 6, 4, 4)",7.0,0.0,216.09621375324505,98.08660624370594,28.0,78.75125881168178,98.08660624370594
"(6, 5, 6, 3)",5.0,0.0,226.80565049166339,98.18731117824775,28.0,78.65055387713998,98.18731117824775
"(7, 3, 9, 3)",4.0,0.0,228.78421941660525,97.98590130916422,41.0,78.65055387714,97.98590130916422
"(4, 4, 8, 7)",8.0,0.0,226.56394165468134,97.07955689828805,41.0,78.14702920443099,97.07955689828805
"(9, 3, 8, 3)",7.0,0.0,228.77230431681446,97.3816717019134,44.0,78.44914400805636,97.3816717019134
"(4, 7, 3, 5)",9.0,0.0,223.04440859155594,98.48942598187317,29.0,79.15407854984898,98.48942598187317
"(8, 5, 8, 4)",3.0,0.0,227.58908535437698,95.3675730110776,50.0,78.14702920443104,95.3675730110776
"(3, 4, 9, 6)",9.0,0.0,224.58232069033255,98.18731117824768,39.0,78.54984894259817,98.18731117824768
"(5, 8, 3, 6)",9.0,0.0,226.61955221761372,97.98590130916423,34.0,78.54984894259819,97.98590130916423
