dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
concrete,pso,0,1,iter,12.237004280090332,12.31868839263916
concrete,pso,0,2,iter,12.043120384216309,12.1822509765625
concrete,pso,0,3,iter,11.921420097351074,12.084589004516602
concrete,pso,0,4,iter,11.641365051269531,11.706889152526855
concrete,pso,0,5,iter,11.630369186401367,11.836020469665527
concrete,pso,0,6,iter,11.485237121582031,11.574856758117676
concrete,pso,0,7,iter,11.485237121582031,11.574856758117676
concrete,pso,0,8,iter,11.485237121582031,11.574856758117676
concrete,pso,0,9,iter,11.413833618164062,11.47309684753418
concrete,pso,0,10,iter,11.408411979675293,11.330047607421875
