dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
concrete,pso,2,1,iter,12.138700485229492,12.620431900024414
concrete,pso,2,2,iter,11.875349998474121,12.320812225341797
concrete,pso,2,3,iter,11.875349998474121,12.320812225341797
concrete,pso,2,4,iter,11.643293380737305,12.12734317779541
concrete,pso,2,5,iter,11.476451873779297,12.266778945922852
concrete,pso,2,6,iter,11.090608596801758,11.763081550598145
concrete,pso,2,7,iter,11.004951477050781,11.81811237335205
concrete,pso,2,8,iter,10.996442794799805,11.714094161987305
concrete,pso,2,9,iter,10.996442794799805,11.714094161987305
concrete,pso,2,10,iter,10.996442794799805,11.714094161987305
