dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
concrete,adam,1,1,epoch,12.362723350524902,12.778453826904297
concrete,adam,1,2,epoch,12.336597442626953,12.747525215148926
concrete,adam,1,3,epoch,12.311327934265137,12.719413757324219
concrete,adam,1,4,epoch,12.286866188049316,12.69129467010498
concrete,adam,1,5,epoch,12.263524055480957,12.661285400390625
concrete,adam,1,6,epoch,12.238801956176758,12.630887031555176
concrete,adam,1,7,epoch,12.21399211883545,12.602107048034668
concrete,adam,1,8,epoch,12.189473152160645,12.57439136505127
concrete,adam,1,9,epoch,12.164443969726562,12.546226501464844
concrete,adam,1,10,epoch,12.14001178741455,12.518710136413574
concrete,adam,1,11,epoch,12.116167068481445,12.492609024047852
concrete,adam,1,12,epoch,12.09270191192627,12.467293739318848
concrete,adam,1,13,epoch,12.069573402404785,12.443086624145508
concrete,adam,1,14,epoch,12.04658031463623,12.418071746826172
concrete,adam,1,15,epoch,12.02262020111084,12.392622947692871
concrete,adam,1,16,epoch,11.998720169067383,12.364458084106445
concrete,adam,1,17,epoch,11.97458553314209,12.336115837097168
concrete,adam,1,18,epoch,11.950472831726074,12.30793285369873
concrete,adam,1,19,epoch,11.927184104919434,12.28065299987793
concrete,adam,1,20,epoch,11.9044771194458,12.254236221313477
concrete,adam,1,21,epoch,11.882933616638184,12.228731155395508
concrete,adam,1,22,epoch,11.86246109008789,12.204463005065918
concrete,adam,1,23,epoch,11.842830657958984,12.18114948272705
concrete,adam,1,24,epoch,11.823132514953613,12.159981727600098
concrete,adam,1,25,epoch,11.8037748336792,12.139602661132812
concrete,adam,1,26,epoch,11.784245491027832,12.120428085327148
concrete,adam,1,27,epoch,11.76480484008789,12.102394104003906
concrete,adam,1,28,epoch,11.74559497833252,12.085055351257324
concrete,adam,1,29,epoch,11.726350784301758,12.06796646118164
concrete,adam,1,30,epoch,11.70722484588623,12.051569938659668
concrete,adam,1,31,epoch,11.688488960266113,12.035611152648926
concrete,adam,1,32,epoch,11.670110702514648,12.01961612701416
concrete,adam,1,33,epoch,11.652198791503906,12.004338264465332
concrete,adam,1,34,epoch,11.635045051574707,11.989386558532715
concrete,adam,1,35,epoch,11.618233680725098,11.97450065612793
concrete,adam,1,36,epoch,11.601860046386719,11.959863662719727
concrete,adam,1,37,epoch,11.585859298706055,11.943469047546387
concrete,adam,1,38,epoch,11.56960391998291,11.927821159362793
concrete,adam,1,39,epoch,11.553641319274902,11.913342475891113
concrete,adam,1,40,epoch,11.538163185119629,11.900446891784668
concrete,adam,1,41,epoch,11.52347183227539,11.88783073425293
concrete,adam,1,42,epoch,11.509621620178223,11.874767303466797
concrete,adam,1,43,epoch,11.495687484741211,11.862807273864746
concrete,adam,1,44,epoch,11.482207298278809,11.851585388183594
concrete,adam,1,45,epoch,11.46951961517334,11.841028213500977
concrete,adam,1,46,epoch,11.457327842712402,11.830496788024902
concrete,adam,1,47,epoch,11.445174217224121,11.820125579833984
concrete,adam,1,48,epoch,11.433093070983887,11.810114860534668
concrete,adam,1,49,epoch,11.421185493469238,11.798871040344238
concrete,adam,1,50,epoch,11.408842086791992,11.787973403930664
concrete,adam,1,51,epoch,11.396936416625977,11.77829647064209
concrete,adam,1,52,epoch,11.385122299194336,11.768970489501953
concrete,adam,1,53,epoch,11.373442649841309,11.759969711303711
concrete,adam,1,54,epoch,11.36193561553955,11.75154972076416
concrete,adam,1,55,epoch,11.350650787353516,11.74362850189209
concrete,adam,1,56,epoch,11.339539527893066,11.73664379119873
concrete,adam,1,57,epoch,11.32857608795166,11.730180740356445
concrete,adam,1,58,epoch,11.317782402038574,11.724142074584961
concrete,adam,1,59,epoch,11.306721687316895,11.717635154724121
concrete,adam,1,60,epoch,11.2953519821167,11.70977783203125
concrete,adam,1,61,epoch,11.28368091583252,11.701485633850098
concrete,adam,1,62,epoch,11.271968841552734,11.692992210388184
concrete,adam,1,63,epoch,11.260329246520996,11.683965682983398
concrete,adam,1,64,epoch,11.248618125915527,11.675163269042969
concrete,adam,1,65,epoch,11.236761093139648,11.66687297821045
concrete,adam,1,66,epoch,11.225163459777832,11.658639907836914
concrete,adam,1,67,epoch,11.213780403137207,11.650094032287598
concrete,adam,1,68,epoch,11.203316688537598,11.641522407531738
concrete,adam,1,69,epoch,11.193404197692871,11.633024215698242
concrete,adam,1,70,epoch,11.183636665344238,11.624696731567383
concrete,adam,1,71,epoch,11.173922538757324,11.61640453338623
concrete,adam,1,72,epoch,11.164323806762695,11.608214378356934
concrete,adam,1,73,epoch,11.154967308044434,11.600494384765625
concrete,adam,1,74,epoch,11.145796775817871,11.59289836883545
concrete,adam,1,75,epoch,11.136841773986816,11.585254669189453
concrete,adam,1,76,epoch,11.12788200378418,11.577299118041992
concrete,adam,1,77,epoch,11.119183540344238,11.569205284118652
concrete,adam,1,78,epoch,11.11049747467041,11.56126594543457
concrete,adam,1,79,epoch,11.101946830749512,11.553711891174316
concrete,adam,1,80,epoch,11.09370231628418,11.546231269836426
