dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
concrete,adam,0,1,epoch,12.66472339630127,12.700069427490234
concrete,adam,0,2,epoch,12.639408111572266,12.680999755859375
concrete,adam,0,3,epoch,12.614374160766602,12.661982536315918
concrete,adam,0,4,epoch,12.590145111083984,12.641366958618164
concrete,adam,0,5,epoch,12.565845489501953,12.618634223937988
concrete,adam,0,6,epoch,12.540925025939941,12.595660209655762
concrete,adam,0,7,epoch,12.516265869140625,12.573101043701172
concrete,adam,0,8,epoch,12.492331504821777,12.551607131958008
concrete,adam,0,9,epoch,12.469300270080566,12.530895233154297
concrete,adam,0,10,epoch,12.446826934814453,12.510977745056152
concrete,adam,0,11,epoch,12.424887657165527,12.491663932800293
concrete,adam,0,12,epoch,12.403285026550293,12.4721097946167
concrete,adam,0,13,epoch,12.381404876708984,12.451922416687012
concrete,adam,0,14,epoch,12.358870506286621,12.432650566101074
concrete,adam,0,15,epoch,12.33701229095459,12.413161277770996
concrete,adam,0,16,epoch,12.315112113952637,12.394265174865723
concrete,adam,0,17,epoch,12.293402671813965,12.3759183883667
concrete,adam,0,18,epoch,12.272459983825684,12.357942581176758
concrete,adam,0,19,epoch,12.252203941345215,12.341716766357422
concrete,adam,0,20,epoch,12.23227310180664,12.325943946838379
concrete,adam,0,21,epoch,12.213231086730957,12.308850288391113
concrete,adam,0,22,epoch,12.193839073181152,12.291051864624023
concrete,adam,0,23,epoch,12.174935340881348,12.273395538330078
concrete,adam,0,24,epoch,12.156431198120117,12.256186485290527
concrete,adam,0,25,epoch,12.13779354095459,12.239638328552246
concrete,adam,0,26,epoch,12.118487358093262,12.22354507446289
concrete,adam,0,27,epoch,12.099467277526855,12.206655502319336
concrete,adam,0,28,epoch,12.080769538879395,12.189757347106934
concrete,adam,0,29,epoch,12.062246322631836,12.17277717590332
concrete,adam,0,30,epoch,12.043540954589844,12.15587329864502
concrete,adam,0,31,epoch,12.023944854736328,12.139514923095703
concrete,adam,0,32,epoch,12.004727363586426,12.120495796203613
concrete,adam,0,33,epoch,11.985334396362305,12.10164737701416
concrete,adam,0,34,epoch,11.965795516967773,12.082291603088379
concrete,adam,0,35,epoch,11.946197509765625,12.063253402709961
concrete,adam,0,36,epoch,11.92679214477539,12.045514106750488
concrete,adam,0,37,epoch,11.907867431640625,12.028814315795898
concrete,adam,0,38,epoch,11.88923168182373,12.012834548950195
concrete,adam,0,39,epoch,11.870899200439453,11.998893737792969
concrete,adam,0,40,epoch,11.852877616882324,11.986374855041504
concrete,adam,0,41,epoch,11.835927963256836,11.974973678588867
concrete,adam,0,42,epoch,11.819519996643066,11.965761184692383
concrete,adam,0,43,epoch,11.804409980773926,11.959903717041016
concrete,adam,0,44,epoch,11.790390014648438,11.956788063049316
concrete,adam,0,45,epoch,11.777661323547363,11.954315185546875
concrete,adam,0,46,epoch,11.765902519226074,11.95431137084961
concrete,adam,0,47,epoch,11.755087852478027,11.95556354522705
concrete,adam,0,48,epoch,11.745123863220215,11.95610523223877
concrete,adam,0,49,epoch,11.735837936401367,11.955459594726562
concrete,adam,0,50,epoch,11.72668743133545,11.955009460449219
concrete,adam,0,51,epoch,11.718586921691895,11.954422950744629
concrete,adam,0,52,epoch,11.711264610290527,11.952824592590332
concrete,adam,0,53,epoch,11.704253196716309,11.94992733001709
concrete,adam,0,54,epoch,11.697491645812988,11.946101188659668
concrete,adam,0,55,epoch,11.690631866455078,11.941858291625977
concrete,adam,0,56,epoch,11.683795928955078,11.937406539916992
concrete,adam,0,57,epoch,11.677032470703125,11.932404518127441
concrete,adam,0,58,epoch,11.67015552520752,11.926286697387695
concrete,adam,0,59,epoch,11.662954330444336,11.9191255569458
concrete,adam,0,60,epoch,11.655856132507324,11.911677360534668
concrete,adam,0,61,epoch,11.648877143859863,11.904193878173828
concrete,adam,0,62,epoch,11.641715049743652,11.897132873535156
concrete,adam,0,63,epoch,11.634781837463379,11.89067554473877
concrete,adam,0,64,epoch,11.628182411193848,11.884482383728027
concrete,adam,0,65,epoch,11.621842384338379,11.877779006958008
concrete,adam,0,66,epoch,11.615808486938477,11.871586799621582
concrete,adam,0,67,epoch,11.609946250915527,11.865736961364746
concrete,adam,0,68,epoch,11.604106903076172,11.860126495361328
concrete,adam,0,69,epoch,11.598306655883789,11.854827880859375
concrete,adam,0,70,epoch,11.592543601989746,11.850139617919922
concrete,adam,0,71,epoch,11.586882591247559,11.846020698547363
concrete,adam,0,72,epoch,11.581198692321777,11.842534065246582
concrete,adam,0,73,epoch,11.575608253479004,11.83928108215332
concrete,adam,0,74,epoch,11.570075035095215,11.836315155029297
concrete,adam,0,75,epoch,11.56459903717041,11.833978652954102
concrete,adam,0,76,epoch,11.559138298034668,11.831969261169434
concrete,adam,0,77,epoch,11.553531646728516,11.830403327941895
concrete,adam,0,78,epoch,11.547799110412598,11.82922649383545
concrete,adam,0,79,epoch,11.542044639587402,11.828107833862305
concrete,adam,0,80,epoch,11.536067962646484,11.827189445495605
concrete,adam,0,81,epoch,11.530126571655273,11.826187133789062
concrete,adam,0,82,epoch,11.524202346801758,11.825398445129395
