cfg_id,F,CR,airfoil_rmse,laser_rmse,concrete_rmse,ankara_rmse,wine_rmse
de_00,0.5,0.9,7.525102615356445,7.827277183532715,12.237380981445312,3.753248453140259,0.2113977074623108
de_01,0.8,0.7,41.60965347290039,8.348403930664062,11.897723197937012,4.057095527648926,0.33199891448020935
