dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
ankara,adam,2,1,epoch,6.416729927062988,6.794135570526123
ankara,adam,2,2,epoch,6.381017208099365,6.757965564727783
ankara,adam,2,3,epoch,6.344952583312988,6.721597671508789
ankara,adam,2,4,epoch,6.308988094329834,6.685588836669922
ankara,adam,2,5,epoch,6.272732734680176,6.6495771408081055
ankara,adam,2,6,epoch,6.235920429229736,6.61372709274292
ankara,adam,2,7,epoch,6.198885440826416,6.578005313873291
ankara,adam,2,8,epoch,6.162110805511475,6.54219913482666
ankara,adam,2,9,epoch,6.125190734863281,6.506627082824707
ankara,adam,2,10,epoch,6.088251113891602,6.470654010772705
ankara,adam,2,11,epoch,6.051295280456543,6.434272766113281
ankara,adam,2,12,epoch,6.014399528503418,6.397785186767578
ankara,adam,2,13,epoch,5.977475166320801,6.3613600730896
ankara,adam,2,14,epoch,5.940725326538086,6.32498836517334
ankara,adam,2,15,epoch,5.904140949249268,6.289012432098389
ankara,adam,2,16,epoch,5.867618560791016,6.253681182861328
ankara,adam,2,17,epoch,5.831418037414551,6.2192511558532715
ankara,adam,2,18,epoch,5.795982360839844,6.184733867645264
ankara,adam,2,19,epoch,5.760558605194092,6.150146961212158
ankara,adam,2,20,epoch,5.7252068519592285,6.115670680999756
ankara,adam,2,21,epoch,5.690064430236816,6.08125114440918
ankara,adam,2,22,epoch,5.655060768127441,6.04676628112793
ankara,adam,2,23,epoch,5.6201982498168945,6.012077331542969
ankara,adam,2,24,epoch,5.5854620933532715,5.977348327636719
ankara,adam,2,25,epoch,5.550721645355225,5.942691326141357
ankara,adam,2,26,epoch,5.515932559967041,5.907958507537842
ankara,adam,2,27,epoch,5.481348991394043,5.873491287231445
ankara,adam,2,28,epoch,5.446725845336914,5.839046001434326
ankara,adam,2,29,epoch,5.41201114654541,5.804100513458252
ankara,adam,2,30,epoch,5.377292633056641,5.769079685211182
ankara,adam,2,31,epoch,5.342826843261719,5.734771251678467
ankara,adam,2,32,epoch,5.308328151702881,5.699365615844727
ankara,adam,2,33,epoch,5.273443698883057,5.663549423217773
ankara,adam,2,34,epoch,5.238672256469727,5.627556324005127
ankara,adam,2,35,epoch,5.20405912399292,5.5912766456604
ankara,adam,2,36,epoch,5.169458389282227,5.554802894592285
ankara,adam,2,37,epoch,5.134866237640381,5.517969131469727
ankara,adam,2,38,epoch,5.100401878356934,5.481252193450928
ankara,adam,2,39,epoch,5.066020965576172,5.4458723068237305
ankara,adam,2,40,epoch,5.0319623947143555,5.410477161407471
ankara,adam,2,41,epoch,4.997918128967285,5.374576568603516
ankara,adam,2,42,epoch,4.964105129241943,5.339351177215576
ankara,adam,2,43,epoch,4.93068790435791,5.3041157722473145
ankara,adam,2,44,epoch,4.897487640380859,5.2691969871521
ankara,adam,2,45,epoch,4.86431884765625,5.234671115875244
ankara,adam,2,46,epoch,4.831505298614502,5.2008209228515625
ankara,adam,2,47,epoch,4.7990403175354,5.167446136474609
ankara,adam,2,48,epoch,4.766829013824463,5.134081840515137
ankara,adam,2,49,epoch,4.734776973724365,5.100502967834473
