dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
ankara,adam,0,1,epoch,6.485672473907471,6.927578926086426
ankara,adam,0,2,epoch,6.449465274810791,6.891068935394287
ankara,adam,0,3,epoch,6.41305685043335,6.854681015014648
ankara,adam,0,4,epoch,6.377049446105957,6.818209171295166
ankara,adam,0,5,epoch,6.341220855712891,6.7819719314575195
ankara,adam,0,6,epoch,6.305413246154785,6.746155261993408
ankara,adam,0,7,epoch,6.2700018882751465,6.7103590965271
ankara,adam,0,8,epoch,6.234338283538818,6.674799919128418
ankara,adam,0,9,epoch,6.198566913604736,6.638935089111328
ankara,adam,0,10,epoch,6.162317276000977,6.6034159660339355
ankara,adam,0,11,epoch,6.126291751861572,6.5678839683532715
ankara,adam,0,12,epoch,6.090453624725342,6.532449245452881
ankara,adam,0,13,epoch,6.054742813110352,6.497442722320557
ankara,adam,0,14,epoch,6.0190863609313965,6.462342262268066
ankara,adam,0,15,epoch,5.983490467071533,6.426766395568848
ankara,adam,0,16,epoch,5.947875022888184,6.391215801239014
ankara,adam,0,17,epoch,5.91227388381958,6.355643272399902
ankara,adam,0,18,epoch,5.876772403717041,6.319431781768799
ankara,adam,0,19,epoch,5.8412885665893555,6.283246040344238
ankara,adam,0,20,epoch,5.805897235870361,6.245965480804443
ankara,adam,0,21,epoch,5.770165920257568,6.208670616149902
ankara,adam,0,22,epoch,5.7345380783081055,6.171051502227783
ankara,adam,0,23,epoch,5.699023246765137,6.133432865142822
ankara,adam,0,24,epoch,5.663663387298584,6.096016883850098
ankara,adam,0,25,epoch,5.628305912017822,6.06075382232666
ankara,adam,0,26,epoch,5.593547344207764,6.025184631347656
ankara,adam,0,27,epoch,5.5588507652282715,5.9890336990356445
ankara,adam,0,28,epoch,5.523916244506836,5.952854156494141
ankara,adam,0,29,epoch,5.4888200759887695,5.916539192199707
ankara,adam,0,30,epoch,5.453877925872803,5.879904747009277
ankara,adam,0,31,epoch,5.4191670417785645,5.844881057739258
ankara,adam,0,32,epoch,5.385056495666504,5.809891700744629
ankara,adam,0,33,epoch,5.350962162017822,5.773156642913818
ankara,adam,0,34,epoch,5.316603183746338,5.736282825469971
ankara,adam,0,35,epoch,5.2822957038879395,5.699096202850342
ankara,adam,0,36,epoch,5.247834205627441,5.662115097045898
ankara,adam,0,37,epoch,5.213566780090332,5.626718521118164
ankara,adam,0,38,epoch,5.179872512817383,5.591397762298584
