dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
izmir,adam,2,1,epoch,4.900979995727539,4.994754314422607
izmir,adam,2,2,epoch,4.864655494689941,4.956027984619141
izmir,adam,2,3,epoch,4.828235149383545,4.916417598724365
izmir,adam,2,4,epoch,4.791856288909912,4.87753963470459
izmir,adam,2,5,epoch,4.756300926208496,4.840613842010498
izmir,adam,2,6,epoch,4.721711158752441,4.80488920211792
izmir,adam,2,7,epoch,4.687882423400879,4.770156383514404
izmir,adam,2,8,epoch,4.654738426208496,4.736133098602295
izmir,adam,2,9,epoch,4.621710777282715,4.700997352600098
izmir,adam,2,10,epoch,4.5879411697387695,4.665422439575195
izmir,adam,2,11,epoch,4.554079055786133,4.6292219161987305
izmir,adam,2,12,epoch,4.520565986633301,4.593680381774902
izmir,adam,2,13,epoch,4.4874467849731445,4.558215141296387
izmir,adam,2,14,epoch,4.454647064208984,4.52394437789917
izmir,adam,2,15,epoch,4.421951770782471,4.490312099456787
izmir,adam,2,16,epoch,4.389503002166748,4.457341194152832
izmir,adam,2,17,epoch,4.357174873352051,4.423517227172852
izmir,adam,2,18,epoch,4.324688911437988,4.389702320098877
izmir,adam,2,19,epoch,4.2931742668151855,4.357187747955322
izmir,adam,2,20,epoch,4.262744426727295,4.325749397277832
izmir,adam,2,21,epoch,4.232684135437012,4.293521881103516
izmir,adam,2,22,epoch,4.203044414520264,4.2608723640441895
izmir,adam,2,23,epoch,4.174125671386719,4.229409217834473
izmir,adam,2,24,epoch,4.145644664764404,4.197551250457764
izmir,adam,2,25,epoch,4.1171746253967285,4.164494037628174
izmir,adam,2,26,epoch,4.087474822998047,4.131623268127441
izmir,adam,2,27,epoch,4.057440280914307,4.0994415283203125
izmir,adam,2,28,epoch,4.027806282043457,4.06851053237915
izmir,adam,2,29,epoch,3.998572587966919,4.03802490234375
izmir,adam,2,30,epoch,3.970318555831909,4.008081912994385
izmir,adam,2,31,epoch,3.9421584606170654,3.979628801345825
izmir,adam,2,32,epoch,3.914794921875,3.9518675804138184
izmir,adam,2,33,epoch,3.888089895248413,3.9239485263824463
izmir,adam,2,34,epoch,3.8616514205932617,3.8963418006896973
izmir,adam,2,35,epoch,3.8354756832122803,3.8700296878814697
izmir,adam,2,36,epoch,3.8102548122406006,3.844578981399536
izmir,adam,2,37,epoch,3.7853782176971436,3.8206417560577393
izmir,adam,2,38,epoch,3.7607712745666504,3.796402931213379
izmir,adam,2,39,epoch,3.736220598220825,3.7721199989318848
izmir,adam,2,40,epoch,3.7121524810791016,3.7487070560455322
izmir,adam,2,41,epoch,3.6886332035064697,3.723935127258301
izmir,adam,2,42,epoch,3.6660051345825195,3.6983301639556885
izmir,adam,2,43,epoch,3.6436214447021484,3.6737656593322754
izmir,adam,2,44,epoch,3.6215953826904297,3.650804281234741
izmir,adam,2,45,epoch,3.6004323959350586,3.6292190551757812
izmir,adam,2,46,epoch,3.5797574520111084,3.608954668045044
izmir,adam,2,47,epoch,3.559644937515259,3.5900497436523438
izmir,adam,2,48,epoch,3.5399084091186523,3.572009801864624
