dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
laser,adam,2,1,epoch,11.352850914001465,10.33874225616455
laser,adam,2,2,epoch,10.438409805297852,9.567595481872559
laser,adam,2,3,epoch,9.677403450012207,8.982014656066895
laser,adam,2,4,epoch,9.100942611694336,8.551054954528809
laser,adam,2,5,epoch,8.718825340270996,8.211264610290527
laser,adam,2,6,epoch,8.424601554870605,7.96408748626709
laser,adam,2,7,epoch,8.224065780639648,7.796706676483154
laser,adam,2,8,epoch,8.114397048950195,7.671256065368652
laser,adam,2,9,epoch,8.05550765991211,7.559686660766602
laser,adam,2,10,epoch,8.01240348815918,7.440000057220459
laser,adam,2,11,epoch,7.980328559875488,7.296863079071045
laser,adam,2,12,epoch,7.930764675140381,7.15618896484375
laser,adam,2,13,epoch,7.859199523925781,7.017840385437012
laser,adam,2,14,epoch,7.784330368041992,6.892335414886475
laser,adam,2,15,epoch,7.707726001739502,6.7772393226623535
laser,adam,2,16,epoch,7.639630317687988,6.66981840133667
laser,adam,2,17,epoch,7.5854878425598145,6.572582721710205
laser,adam,2,18,epoch,7.521652698516846,6.48197603225708
laser,adam,2,19,epoch,7.448875904083252,6.392325401306152
laser,adam,2,20,epoch,7.384000301361084,6.3012309074401855
laser,adam,2,21,epoch,7.353949069976807,6.223458766937256
laser,adam,2,22,epoch,7.321040153503418,6.159184455871582
laser,adam,2,23,epoch,7.2850565910339355,6.118396282196045
laser,adam,2,24,epoch,7.252813816070557,6.085062026977539
laser,adam,2,25,epoch,7.217869281768799,6.048955917358398
laser,adam,2,26,epoch,7.175604820251465,6.010941982269287
laser,adam,2,27,epoch,7.127932071685791,5.984234809875488
laser,adam,2,28,epoch,7.080080509185791,5.961237907409668
laser,adam,2,29,epoch,7.035233974456787,5.941672325134277
laser,adam,2,30,epoch,6.993809700012207,5.927363395690918
laser,adam,2,31,epoch,6.957807540893555,5.912386417388916
laser,adam,2,32,epoch,6.919415473937988,5.897932052612305
laser,adam,2,33,epoch,6.883649826049805,5.882496356964111
laser,adam,2,34,epoch,6.867080211639404,5.872734069824219
laser,adam,2,35,epoch,6.849585056304932,5.868959903717041
laser,adam,2,36,epoch,6.8237080574035645,5.866792678833008
laser,adam,2,37,epoch,6.794933319091797,5.87286901473999
laser,adam,2,38,epoch,6.762515544891357,5.878106117248535
laser,adam,2,39,epoch,6.741272926330566,5.881024360656738
