dataset,optimiser,seed,train_rmse,test_rmse
baseball,pso,6,846.4537353515625,777.7477416992188
baseball,pso,7,863.0044555664062,791.4382934570312
baseball,pso,8,831.9347534179688,789.1824951171875
baseball,pso,9,842.2825927734375,779.205810546875
baseball,ga,0,875.7281494140625,800.2175903320312
baseball,ga,1,843.094482421875,784.8084106445312
baseball,ga,2,836.384521484375,786.5260009765625
baseball,ga,3,860.7415771484375,786.7144775390625
baseball,ga,4,892.504638671875,845.7879638671875
baseball,ga,5,849.3203125,798.5811157226562
baseball,ga,6,841.3602294921875,776.1384887695312
baseball,ga,7,863.5198364257812,776.6864013671875
baseball,ga,8,837.7081909179688,760.0986938476562
baseball,ga,9,842.1414794921875,770.0911865234375
baseball,de,0,870.5916137695312,821.645263671875
baseball,de,1,824.7222900390625,790.6964721679688
baseball,de,2,850.6436157226562,769.5458374023438
baseball,de,3,860.546630859375,769.0884399414062
baseball,de,4,892.0601196289062,853.7965698242188
baseball,de,5,845.7871704101562,811.3848876953125
baseball,de,6,854.7166137695312,778.44775390625
baseball,de,7,870.0421142578125,793.7701416015625
baseball,de,8,840.2288208007812,758.2584228515625
baseball,de,9,843.3654174804688,844.4976196289062
baseball,cmaes,0,897.5733642578125,856.0536499023438
baseball,cmaes,1,893.2070922851562,802.3681640625
baseball,cmaes,2,872.0875244140625,845.5567626953125
baseball,cmaes,3,898.9733276367188,802.97119140625
baseball,cmaes,4,933.3588256835938,858.9358520507812
baseball,cmaes,5,886.0988159179688,840.2664184570312
baseball,cmaes,6,885.33642578125,813.2473754882812
baseball,cmaes,7,891.7757568359375,810.5005493164062
baseball,cmaes,8,869.83837890625,816.6128540039062
baseball,cmaes,9,852.8858032226562,813.8822021484375
treasury,adam,0,1.271802306175232,1.2187901735305786
treasury,adam,1,1.264844536781311,1.2182257175445557
treasury,adam,2,1.2804540395736694,1.2749048471450806
treasury,adam,3,1.2479987144470215,1.244655966758728
treasury,adam,4,1.2724536657333374,1.2498492002487183
treasury,adam,5,1.2911802530288696,1.2784159183502197
treasury,adam,6,1.2614479064941406,1.1949496269226074
treasury,adam,7,1.2583659887313843,1.2179136276245117
treasury,adam,8,1.2647210359573364,1.2411298751831055
treasury,adam,9,1.2711639404296875,1.2755144834518433
treasury,sgd,0,1.1757934093475342,1.0894765853881836
treasury,sgd,1,1.1661698818206787,1.0889326333999634
treasury,sgd,2,1.1768693923950195,1.079249620437622
treasury,sgd,3,1.0993622541427612,0.9890498518943787
treasury,sgd,4,1.1254979372024536,1.0563287734985352
treasury,sgd,5,1.184362530708313,1.0989400148391724
treasury,sgd,6,1.1434557437896729,1.049851655960083
treasury,sgd,7,1.1180596351623535,1.0164939165115356
treasury,sgd,8,1.1229798793792725,1.0561178922653198
treasury,sgd,9,1.1097277402877808,1.0138161182403564
treasury,rmsprop,0,1.4295653104782104,1.3277441263198853
treasury,rmsprop,1,1.4341151714324951,1.330100178718567
treasury,rmsprop,2,1.4310286045074463,1.3201324939727783
treasury,rmsprop,3,1.3765933513641357,1.2234976291656494
treasury,rmsprop,4,1.3836790323257446,1.2472883462905884
treasury,rmsprop,5,1.433742642402649,1.3343621492385864
treasury,rmsprop,6,1.3683878183364868,1.3125331401824951
treasury,rmsprop,7,1.4173029661178589,1.2920928001403809
treasury,rmsprop,8,1.4306144714355469,1.3396883010864258
treasury,rmsprop,9,1.4162474870681763,1.303403377532959
treasury,pso,0,1.3426192998886108,1.22987961769104
treasury,pso,1,1.4180700778961182,1.4541670083999634
treasury,pso,2,1.2040607929229736,1.2036616802215576
treasury,pso,3,1.340164303779602,1.237432837486267
treasury,pso,4,1.2778795957565308,1.198176383972168
treasury,pso,5,1.364084005355835,1.2383700609207153
treasury,pso,6,1.2374508380889893,1.1869621276855469
treasury,pso,7,1.4055063724517822,1.2968662977218628
treasury,pso,8,1.3527181148529053,1.2505873441696167
treasury,pso,9,1.3925230503082275,1.259143590927124
treasury,ga,0,1.4940861463546753,1.3864998817443848
treasury,ga,1,1.446427822113037,1.343841791152954
treasury,ga,2,1.3362643718719482,1.308566927909851
treasury,ga,3,1.2721121311187744,1.2444218397140503
treasury,ga,4,1.413204312324524,1.477103590965271
treasury,ga,5,1.507288932800293,1.4452409744262695
treasury,ga,6,1.334252953529358,1.2770788669586182
treasury,ga,7,1.2735475301742554,1.1484618186950684
treasury,ga,8,1.3999637365341187,1.2154760360717773
treasury,ga,9,1.4107446670532227,1.2788127660751343
treasury,de,0,1.3570148944854736,1.2710353136062622
treasury,de,1,1.5743335485458374,1.458974838256836
treasury,de,2,1.5908952951431274,1.45476233959198
treasury,de,3,1.3320658206939697,1.2193551063537598
treasury,de,4,1.3088399171829224,1.155623435974121
treasury,de,5,1.5059783458709717,1.420407772064209
treasury,de,6,1.5125644207000732,1.4296839237213135
treasury,de,7,1.557552456855774,1.4241594076156616
treasury,de,8,1.5332634449005127,1.5163112878799438
treasury,de,9,1.5531067848205566,1.4267367124557495
treasury,cmaes,0,1.5069698095321655,1.3979188203811646
treasury,cmaes,1,1.5743335485458374,1.458974838256836
treasury,cmaes,2,1.5219448804855347,1.750966191291809
treasury,cmaes,3,1.438875675201416,1.2830407619476318
treasury,cmaes,4,1.43398916721344,1.322632908821106
treasury,cmaes,5,1.572928786277771,1.497111201286316
treasury,cmaes,6,1.4539499282836914,1.3855315446853638
treasury,cmaes,7,1.5101205110549927,1.3516380786895752
treasury,cmaes,8,1.5184966325759888,1.4297106266021729
treasury,cmaes,9,1.5531067848205566,1.4267367124557495
wine,adam,0,0.3273763358592987,0.5399672389030457
wine,adam,1,0.23100432753562927,0.0968468114733696
wine,adam,2,0.2493222951889038,0.17685213685035706
wine,adam,3,0.21789057552814484,0.11388293653726578
wine,adam,4,0.21627289056777954,0.16727879643440247
wine,adam,5,0.24873457849025726,0.17786088585853577
wine,adam,6,0.22619856894016266,0.23477812111377716
wine,adam,7,0.2817617952823639,0.11238086223602295
wine,adam,8,0.2558932304382324,0.190018892288208
wine,adam,9,0.24225309491157532,0.16316412389278412
wine,sgd,0,0.5270338654518127,0.6396430730819702
wine,sgd,1,0.5249782204627991,0.6419433355331421
wine,sgd,2,0.524619996547699,0.6423732042312622
wine,sgd,3,0.5028297305107117,0.5921276211738586
wine,sgd,4,0.5214901566505432,0.641761064529419
wine,sgd,5,0.5234048366546631,0.6428539752960205
wine,sgd,6,0.5221356153488159,0.6460797190666199
wine,sgd,7,0.52205890417099,0.6422321796417236
wine,sgd,8,0.5254075527191162,0.6403511166572571
wine,sgd,9,0.5229112505912781,0.6422234177589417
wine,rmsprop,0,0.5189625024795532,0.6136115789413452
wine,rmsprop,1,0.519320011138916,0.6204606890678406
wine,rmsprop,2,0.5198965072631836,0.6222319602966309
wine,rmsprop,3,0.5112988948822021,0.6105402708053589
wine,rmsprop,4,0.5152059197425842,0.6214708685874939
wine,rmsprop,5,0.5189162492752075,0.6214359402656555
wine,rmsprop,6,0.5164957046508789,0.624176561832428
wine,rmsprop,7,0.5160728693008423,0.6223413348197937
wine,rmsprop,8,0.5193787217140198,0.6145613789558411
wine,rmsprop,9,0.5188803672790527,0.621276319026947
wine,pso,0,0.30329814553260803,0.2061803936958313
wine,pso,1,0.32945162057876587,0.34969791769981384
wine,pso,2,0.34497058391571045,0.3359319865703583
wine,pso,3,0.34519949555397034,0.354133665561676
wine,pso,4,0.3096138834953308,0.2493143528699875
wine,pso,5,0.35551145672798157,0.3163059651851654
wine,pso,6,0.3787476420402527,0.36183300614356995
wine,pso,7,0.2789006233215332,0.24302077293395996
wine,pso,8,0.35895848274230957,0.3488188683986664
wine,pso,9,0.3988558351993561,0.4368326663970947
wine,ga,0,0.42894238233566284,0.423659086227417
wine,ga,1,0.39097508788108826,0.3865741789340973
wine,ga,2,0.4177455008029938,0.38977816700935364
wine,ga,3,0.39066269993782043,0.3884292542934418
wine,ga,4,0.3983209431171417,0.4256683886051178
wine,ga,5,0.4176623225212097,0.4342183470726013
wine,ga,6,0.4149254560470581,0.42019614577293396
wine,ga,7,0.40571919083595276,0.38612696528434753
wine,ga,8,0.4018753468990326,0.3728076219558716
wine,ga,9,0.3817543387413025,0.3381407856941223
wine,de,0,0.34570467472076416,0.2113977074623108
wine,de,1,0.37262260913848877,0.3951431214809418
wine,de,2,0.4136684536933899,0.416905015707016
wine,de,3,0.370237797498703,0.36929503083229065
wine,de,4,0.36056384444236755,0.35096028447151184
wine,de,5,0.39854463934898376,0.3658389449119568
wine,de,6,0.36152198910713196,0.38631471991539
wine,de,7,0.4251570701599121,0.40777501463890076
wine,de,8,0.3690495193004608,0.35032615065574646
wine,de,9,0.3748226761817932,0.32517409324645996
wine,cmaes,0,0.48748400807380676,0.5244086980819702
wine,cmaes,1,0.4721274673938751,0.5579777359962463
wine,cmaes,2,0.4860594570636749,0.5876953601837158
wine,cmaes,3,0.4616234302520752,0.5257640480995178
wine,cmaes,4,0.47467440366744995,0.5376715064048767
wine,cmaes,5,0.49663373827934265,0.552371621131897
wine,cmaes,6,0.4846612215042114,0.5723745226860046
wine,cmaes,7,0.47596386075019836,0.6028193235397339
wine,cmaes,8,0.47742703557014465,0.4860682785511017
wine,cmaes,9,0.48170334100723267,0.5461902022361755

