dataset,optimiser,seed,train_rmse,test_rmse
laser,cmaes,9,11.319658279418945,10.018674850463867
abalone,adam,0,2.0679728984832764,2.117987871170044
abalone,adam,1,2.1155624389648438,2.1656134128570557
abalone,adam,2,2.17267107963562,2.2272074222564697
abalone,adam,3,2.396568775177002,2.3867509365081787
abalone,adam,4,2.3589377403259277,2.4051802158355713
abalone,adam,5,2.3417928218841553,2.4442992210388184
abalone,adam,6,2.2707698345184326,2.325009346008301
abalone,adam,7,2.085592746734619,2.1391985416412354
abalone,adam,8,2.1068546772003174,2.166516065597534
abalone,adam,9,2.085571050643921,2.137305736541748
abalone,sgd,0,2.172816753387451,2.2335171699523926
abalone,sgd,1,2.1895923614501953,2.2508935928344727
abalone,sgd,2,2.224997043609619,2.2536916732788086
abalone,sgd,3,2.690760374069214,2.7653563022613525
abalone,sgd,4,2.1954312324523926,2.2279319763183594
abalone,sgd,5,2.292325496673584,2.317746639251709
abalone,sgd,6,2.273102045059204,2.3783936500549316
abalone,sgd,7,2.2747528553009033,2.387794256210327
abalone,sgd,8,2.2454545497894287,2.3394429683685303
abalone,sgd,9,2.398040533065796,2.410844326019287
abalone,rmsprop,0,2.232602596282959,2.245692014694214
abalone,rmsprop,1,2.405027389526367,2.3893048763275146
abalone,rmsprop,2,2.244159698486328,2.2844040393829346
abalone,rmsprop,3,2.243497610092163,2.341953754425049
abalone,rmsprop,4,2.2763419151306152,2.310626268386841
abalone,rmsprop,5,2.7289860248565674,2.7301697731018066
abalone,rmsprop,6,2.1676931381225586,2.2208619117736816
abalone,rmsprop,7,2.3906307220458984,2.350128650665283
abalone,rmsprop,8,4.7180256843566895,5.658669948577881
abalone,rmsprop,9,2.248483419418335,2.255389928817749
abalone,pso,0,2.639442205429077,2.6662585735321045
abalone,pso,1,2.8057925701141357,2.8510560989379883
abalone,pso,2,2.7846624851226807,2.7950096130371094
abalone,pso,3,2.4918668270111084,2.609283208847046
abalone,pso,4,2.7520177364349365,2.781283140182495
abalone,pso,5,3.014909505844116,2.9704346656799316
abalone,pso,6,2.4152438640594482,2.468052625656128
abalone,pso,7,2.7757022380828857,2.801774263381958
abalone,pso,8,2.860494613647461,2.839386463165283
abalone,pso,9,2.309682846069336,2.372957706451416
abalone,ga,0,3.0086379051208496,3.000791072845459
abalone,ga,1,3.0937681198120117,3.087801218032837
abalone,ga,2,3.227299690246582,3.2740638256073
abalone,ga,3,3.0385069847106934,2.935753107070923
abalone,ga,4,3.4084489345550537,3.3945767879486084
abalone,ga,5,3.315507173538208,3.270472764968872
abalone,ga,6,3.0660738945007324,3.1166696548461914
abalone,ga,7,3.4231815338134766,3.4145538806915283
abalone,ga,8,2.8562941551208496,2.788092613220215
abalone,ga,9,2.7870259284973145,2.803532838821411
abalone,de,0,2.7430148124694824,2.7025146484375
abalone,de,1,2.6983349323272705,2.7592430114746094
abalone,de,2,2.7447071075439453,2.8030407428741455
abalone,de,3,2.8825595378875732,3.040942668914795
abalone,de,4,2.894413709640503,2.9433376789093018
