dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
airfoil,pso,2,1,iter,5.915876388549805,7.879067420959473
airfoil,pso,2,2,iter,5.915876388549805,7.879067420959473
airfoil,pso,2,3,iter,5.789310932159424,41.69520568847656
airfoil,pso,2,4,iter,5.726933479309082,7.968506336212158
airfoil,pso,2,5,iter,5.546545028686523,8.104911804199219
airfoil,pso,2,6,iter,5.546545028686523,8.104911804199219
airfoil,pso,2,7,iter,5.543478488922119,8.03421688079834
airfoil,pso,2,8,iter,5.543478488922119,8.03421688079834
airfoil,pso,2,9,iter,5.543478488922119,8.03421688079834
airfoil,pso,2,10,iter,5.543478488922119,8.03421688079834
