dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
ankara,pso,2,1,iter,5.280686378479004,5.913025856018066
ankara,pso,2,2,iter,4.949715614318848,5.516590118408203
ankara,pso,2,3,iter,3.78196120262146,3.989946126937866
ankara,pso,2,4,iter,3.7043070793151855,3.888577461242676
ankara,pso,2,5,iter,3.249142646789551,3.301143169403076
ankara,pso,2,6,iter,3.249142646789551,3.301143169403076
ankara,pso,2,7,iter,3.249142646789551,3.301143169403076
ankara,pso,2,8,iter,3.207223653793335,3.3312623500823975
ankara,pso,2,9,iter,3.0811920166015625,3.067225456237793
ankara,pso,2,10,iter,3.0494322776794434,3.058598518371582
