dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
ankara,pso,1,1,iter,5.955105304718018,6.535241603851318
ankara,pso,1,2,iter,5.77889347076416,6.531871318817139
ankara,pso,1,3,iter,4.4695234298706055,4.702713489532471
ankara,pso,1,4,iter,4.120394229888916,4.386937141418457
ankara,pso,1,5,iter,4.094614028930664,4.083742141723633
ankara,pso,1,6,iter,3.8333563804626465,3.8251023292541504
ankara,pso,1,7,iter,3.656045913696289,3.723491907119751
ankara,pso,1,8,iter,3.4590415954589844,3.0221493244171143
ankara,pso,1,9,iter,3.4590415954589844,3.0221493244171143
ankara,pso,1,10,iter,3.3623759746551514,2.8046915531158447
