dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
airfoil,adam,1,1,epoch,6.617020130157471,9.111181259155273
airfoil,adam,1,2,epoch,6.588963985443115,9.085368156433105
airfoil,adam,1,3,epoch,6.562977313995361,9.059691429138184
airfoil,adam,1,4,epoch,6.538124084472656,9.034879684448242
airfoil,adam,1,5,epoch,6.5142059326171875,9.010595321655273
airfoil,adam,1,6,epoch,6.491312503814697,8.986620903015137
airfoil,adam,1,7,epoch,6.469250679016113,8.962952613830566
airfoil,adam,1,8,epoch,6.448174953460693,8.939676284790039
airfoil,adam,1,9,epoch,6.427788734436035,8.916259765625
airfoil,adam,1,10,epoch,6.407583713531494,8.892873764038086
airfoil,adam,1,11,epoch,6.387899398803711,8.86793327331543
airfoil,adam,1,12,epoch,6.369172096252441,8.835817337036133
airfoil,adam,1,13,epoch,6.351240634918213,8.805281639099121
airfoil,adam,1,14,epoch,6.333925247192383,8.776104927062988
airfoil,adam,1,15,epoch,6.3171000480651855,8.74831485748291
airfoil,adam,1,16,epoch,6.30097770690918,8.721827507019043
airfoil,adam,1,17,epoch,6.285521984100342,8.696447372436523
airfoil,adam,1,18,epoch,6.270570755004883,8.671947479248047
airfoil,adam,1,19,epoch,6.2559638023376465,8.648184776306152
airfoil,adam,1,20,epoch,6.241820335388184,8.625081062316895
airfoil,adam,1,21,epoch,6.2281107902526855,8.602557182312012
airfoil,adam,1,22,epoch,6.214744567871094,8.580597877502441
airfoil,adam,1,23,epoch,6.201714992523193,30.491483688354492
airfoil,adam,1,24,epoch,6.188920974731445,30.486242294311523
airfoil,adam,1,25,epoch,6.176269054412842,30.481090545654297
airfoil,adam,1,26,epoch,6.163858413696289,30.476043701171875
airfoil,adam,1,27,epoch,6.151423454284668,30.470970153808594
airfoil,adam,1,28,epoch,6.13872766494751,30.465932846069336
airfoil,adam,1,29,epoch,6.122209548950195,30.460847854614258
airfoil,adam,1,30,epoch,6.104297637939453,30.455781936645508
