dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
airfoil,adam,0,1,epoch,6.5370988845825195,9.171199798583984
airfoil,adam,0,2,epoch,6.5142083168029785,9.147172927856445
airfoil,adam,0,3,epoch,6.492837905883789,9.123459815979004
airfoil,adam,0,4,epoch,6.472082614898682,9.099989891052246
airfoil,adam,0,5,epoch,6.451627731323242,9.076557159423828
airfoil,adam,0,6,epoch,6.431634902954102,9.052964210510254
airfoil,adam,0,7,epoch,6.412160396575928,9.029372215270996
airfoil,adam,0,8,epoch,6.393191814422607,9.005901336669922
airfoil,adam,0,9,epoch,6.37439489364624,8.982328414916992
airfoil,adam,0,10,epoch,6.355663299560547,8.958806037902832
airfoil,adam,0,11,epoch,6.337448596954346,8.933489799499512
airfoil,adam,0,12,epoch,6.3198323249816895,8.901080131530762
airfoil,adam,0,13,epoch,7.0675177574157715,8.877685546875
airfoil,adam,0,14,epoch,7.0533647537231445,8.853435516357422
airfoil,adam,0,15,epoch,7.039503574371338,8.828780174255371
airfoil,adam,0,16,epoch,7.025930404663086,8.804052352905273
airfoil,adam,0,17,epoch,7.0126423835754395,8.779499053955078
airfoil,adam,0,18,epoch,6.999485969543457,8.755178451538086
airfoil,adam,0,19,epoch,6.986404895782471,8.730969429016113
airfoil,adam,0,20,epoch,6.973495006561279,8.706876754760742
airfoil,adam,0,21,epoch,6.960801601409912,8.682912826538086
airfoil,adam,0,22,epoch,6.945489883422852,8.658940315246582
airfoil,adam,0,23,epoch,6.9288129806518555,30.51125717163086
airfoil,adam,0,24,epoch,6.9103569984436035,30.505189895629883
airfoil,adam,0,25,epoch,6.89127779006958,30.499189376831055
airfoil,adam,0,26,epoch,6.871873378753662,30.493253707885742
airfoil,adam,0,27,epoch,6.85237979888916,30.487398147583008
airfoil,adam,0,28,epoch,6.8328070640563965,30.48159408569336
airfoil,adam,0,29,epoch,6.81335973739624,30.475597381591797
airfoil,adam,0,30,epoch,6.793798923492432,30.46959686279297
airfoil,adam,0,31,epoch,6.774259567260742,30.46364974975586
airfoil,adam,0,32,epoch,6.755162239074707,30.45778465270996
airfoil,adam,0,33,epoch,6.736645221710205,30.452016830444336
