dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
laser,pso,0,1,iter,10.423365592956543,10.276423454284668
laser,pso,0,2,iter,10.171567916870117,10.068177223205566
laser,pso,0,3,iter,9.408615112304688,8.820741653442383
laser,pso,0,4,iter,9.078883171081543,8.004780769348145
laser,pso,0,5,iter,8.672332763671875,7.4872355461120605
laser,pso,0,6,iter,8.672332763671875,7.4872355461120605
laser,pso,0,7,iter,8.466772079467773,6.938820838928223
laser,pso,0,8,iter,8.466772079467773,6.938820838928223
laser,pso,0,9,iter,8.29550838470459,7.080891132354736
laser,pso,0,10,iter,8.190672874450684,6.842983722686768
