dataset,optimiser,seed,step,step_type,train_rmse,test_rmse
laser,pso,1,1,iter,10.51091194152832,9.461779594421387
laser,pso,1,2,iter,9.943729400634766,9.007949829101562
laser,pso,1,3,iter,9.245279312133789,7.644407749176025
laser,pso,1,4,iter,9.245279312133789,7.644407749176025
laser,pso,1,5,iter,8.809085845947266,7.407270431518555
laser,pso,1,6,iter,8.69263744354248,7.2424492835998535
laser,pso,1,7,iter,8.424097061157227,7.032961368560791
laser,pso,1,8,iter,8.424097061157227,7.032961368560791
laser,pso,1,9,iter,8.424097061157227,7.032961368560791
laser,pso,1,10,iter,8.239480018615723,7.198714256286621
